line,stationno,stationname,x,y
地铁14号线东段(善各庄-北京南站),4,望京,116.474583,40.004809
地铁14号线东段(善各庄-北京南站),5,阜通,116.477642,39.997887
地铁14号线东段(善各庄-北京南站),6,望京南,116.488454,39.990534
地铁14号线东段(善各庄-北京南站),7,将台,116.496253,39.97696
地铁14号线东段(善各庄-北京南站),8,东风北桥,116.492579,39.9645
地铁14号线东段(善各庄-北京南站),9,枣营,116.48155,39.950188
地铁14号线东段(善各庄-北京南站),10,朝阳公园,116.484946,39.939443
地铁14号线东段(善各庄-北京南站),11,金台路,116.484722,39.929411
地铁14号线东段(善各庄-北京南站),12,大望路,116.484453,39.914714
地铁14号线东段(善各庄-北京南站),13,九龙山,116.484039,39.900029
地铁14号线东段(善各庄-北京南站),14,平乐园,116.483967,39.890758
地铁14号线东段(善各庄-北京南站),15,北工大西门,116.484017,39.880747
地铁14号线东段(善各庄-北京南站),16,十里河,116.464601,39.871848
地铁14号线东段(善各庄-北京南站),17,方庄,116.446196,39.871749
地铁14号线东段(善各庄-北京南站),18,蒲黄榆,116.429604,39.871679
地铁14号线东段(善各庄-北京南站),19,景泰,116.417164,39.871443
地铁14号线东段(善各庄-北京南站),20,永定门外,116.405729,39.873727
地铁14号线东段(善各庄-北京南站),21,北京南站,116.385169,39.870965
地铁14号线西段(张郭庄-西局),1,张郭庄,116.193406,39.864102
地铁14号线西段(张郭庄-西局),2,园博园,116.208364,39.867099
地铁14号线西段(张郭庄-西局),3,大瓦窑,116.246953,39.865215
地铁14号线西段(张郭庄-西局),4,郭庄子,116.259835,39.870755
地铁14号线西段(张郭庄-西局),5,大井,116.281826,39.871571
地铁14号线西段(张郭庄-西局),6,七里庄,116.300326,39.872593
地铁14号线西段(张郭庄-西局),7,西局,116.309893,39.872521
地铁14号线东段(北京南站-善各庄),1,北京南站,116.385169,39.870965
地铁14号线东段(北京南站-善各庄),2,永定门外,116.405729,39.873727
地铁14号线东段(北京南站-善各庄),3,景泰,116.417164,39.871443
地铁14号线东段(北京南站-善各庄),4,蒲黄榆,116.429604,39.871679
地铁14号线东段(北京南站-善各庄),5,方庄,116.446196,39.871749
地铁14号线东段(北京南站-善各庄),6,十里河,116.464601,39.871848
地铁14号线东段(北京南站-善各庄),7,北工大西门,116.484017,39.880747
地铁14号线东段(北京南站-善各庄),8,平乐园,116.483967,39.890758
地铁14号线东段(北京南站-善各庄),9,九龙山,116.484039,39.900029
地铁14号线东段(北京南站-善各庄),10,大望路,116.484453,39.914714
地铁14号线东段(北京南站-善各庄),11,金台路,116.484722,39.929411
地铁14号线东段(北京南站-善各庄),12,朝阳公园,116.484946,39.939443
地铁14号线东段(北京南站-善各庄),13,枣营,116.48155,39.950188
地铁14号线东段(北京南站-善各庄),14,东风北桥,116.492579,39.9645
地铁14号线东段(北京南站-善各庄),15,将台,116.496253,39.97696
地铁14号线东段(北京南站-善各庄),16,望京南,116.488454,39.990534
地铁14号线东段(北京南站-善各庄),17,阜通,116.477642,39.997887
地铁14号线东段(北京南站-善各庄),18,望京,116.474583,40.004809
地铁14号线东段(北京南站-善各庄),19,东湖渠,116.474032,40.016228
地铁14号线东段(北京南站-善各庄),20,来广营,116.473489,40.026145
地铁14号线东段(北京南站-善各庄),21,善各庄,116.484762,40.03309
地铁15号线(清华东路西口-俸伯),1,清华东路西口,116.345527,40.0063
地铁15号线(清华东路西口-俸伯),2,六道口,116.359309,40.006718
地铁15号线(清华东路西口-俸伯),3,北沙滩,116.375561,40.007538
地铁15号线(清华东路西口-俸伯),4,奥林匹克公园,116.398132,40.008511
地铁15号线(清华东路西口-俸伯),5,安立路,116.414285,40.008946
地铁15号线(清华东路西口-俸伯),6,大屯路东,116.425241,40.009115
地铁15号线(清华东路西口-俸伯),7,关庄,116.437889,40.007136
地铁15号线(清华东路西口-俸伯),8,望京西,116.45743,40.001802
地铁15号线(清华东路西口-俸伯),9,望京,116.476025,40.004254
地铁15号线(清华东路西口-俸伯),10,望京东,116.4933,40.00927
地铁15号线(清华东路西口-俸伯),11,崔各庄,116.499145,40.028437
地铁15号线(清华东路西口-俸伯),12,马泉营,116.509638,40.039847
地铁15号线(清华东路西口-俸伯),13,孙河,116.54104,40.051264
地铁15号线(清华东路西口-俸伯),14,国展,116.561721,40.075932
地铁15号线(清华东路西口-俸伯),15,花梨坎,116.564223,40.090312
地铁15号线(清华东路西口-俸伯),16,后沙峪,116.570793,40.119865
地铁15号线(清华东路西口-俸伯),17,南法信,116.616411,40.134458
地铁15号线(清华东路西口-俸伯),18,石门,116.647499,40.136314
地铁15号线(清华东路西口-俸伯),19,顺义,116.663478,40.136138
地铁15号线(清华东路西口-俸伯),20,俸伯,116.69145,40.138304
地铁15号线(俸伯-清华东路西口),1,俸伯,116.69145,40.138304
地铁15号线(俸伯-清华东路西口),2,顺义,116.663478,40.136138
地铁15号线(俸伯-清华东路西口),3,石门,116.647499,40.136314
地铁15号线(俸伯-清华东路西口),4,南法信,116.616411,40.134458
地铁15号线(俸伯-清华东路西口),5,后沙峪,116.570793,40.119865
地铁15号线(俸伯-清华东路西口),6,花梨坎,116.564223,40.090312
地铁15号线(俸伯-清华东路西口),7,国展,116.561721,40.075932
地铁15号线(俸伯-清华东路西口),8,孙河,116.54104,40.051264
地铁15号线(俸伯-清华东路西口),9,马泉营,116.509638,40.039847
地铁15号线(俸伯-清华东路西口),10,崔各庄,116.499145,40.028437
地铁15号线(俸伯-清华东路西口),11,望京东,116.4933,40.00927
地铁15号线(俸伯-清华东路西口),12,望京,116.476025,40.004254
地铁15号线(俸伯-清华东路西口),13,望京西,116.45743,40.001802
地铁15号线(俸伯-清华东路西口),14,关庄,116.437889,40.007136
地铁15号线(俸伯-清华东路西口),15,大屯路东,116.425241,40.009115
地铁15号线(俸伯-清华东路西口),16,安立路,116.414285,40.008946
地铁15号线(俸伯-清华东路西口),17,奥林匹克公园,116.398132,40.008511
地铁15号线(俸伯-清华东路西口),18,北沙滩,116.375561,40.007538
地铁15号线(俸伯-清华东路西口),19,六道口,116.359309,40.006718
地铁15号线(俸伯-清华东路西口),20,清华东路西口,116.345527,40.0063
地铁16号线(西苑-北安河),1,西苑,116.299032,40.004738
地铁16号线(西苑-北安河),2,农大南路,116.288702,40.027823
地铁16号线(西苑-北安河),3,马连洼,116.279261,40.038769
地铁16号线(西苑-北安河),4,西北旺,116.264078,40.055297
地铁16号线(西苑-北安河),5,永丰南,116.254611,40.071669
地铁16号线(西苑-北安河),6,永丰,116.244766,40.077644
地铁16号线(西苑-北安河),7,屯佃,116.222442,40.074106
地铁16号线(西苑-北安河),8,稻香湖路,116.194753,40.074788
地铁16号线(西苑-北安河),9,温阳路,116.167825,40.074892
地铁16号线(西苑-北安河),10,北安河,116.136825,40.073863
地铁16号线(北安河-西苑),1,北安河,116.136825,40.073863
地铁16号线(北安河-西苑),2,温阳路,116.167825,40.074892
地铁16号线(北安河-西苑),3,稻香湖路,116.194753,40.074788
地铁16号线(北安河-西苑),4,屯佃,116.222442,40.074106
地铁16号线(北安河-西苑),5,永丰,116.244766,40.077644
地铁16号线(北安河-西苑),6,永丰南,116.254611,40.071669
地铁16号线(北安河-西苑),7,西北旺,116.264078,40.055297
地铁16号线(北安河-西苑),8,马连洼,116.279261,40.038769
地铁16号线(北安河-西苑),9,农大南路,116.288702,40.027823
地铁16号线(北安河-西苑),10,西苑,116.299032,40.004738
八通线(四惠-土桥),1,四惠,116.501972,39.914826
八通线(四惠-土桥),2,四惠东,116.522297,39.914917
八通线(四惠-土桥),3,高碑店,116.538,39.915798
八通线(四惠-土桥),4,传媒大学,116.561375,39.915197
八通线(四惠-土桥),5,双桥,116.583332,39.915885
八通线(四惠-土桥),6,管庄,116.605782,39.914907
八通线(四惠-土桥),7,八里桥,116.625141,39.912218
八通线(四惠-土桥),8,通州北苑,116.64361,39.910064
八通线(四惠-土桥),9,果园,116.653044,39.89966
八通线(四惠-土桥),10,九棵树,116.663922,39.896462
八通线(四惠-土桥),11,梨园,116.675218,39.889716
八通线(四惠-土桥),12,临河里,116.685467,39.881239
八通线(四惠-土桥),13,土桥,116.69298,39.877629
八通线(土桥-四惠),1,土桥,116.69298,39.877629
八通线(土桥-四惠),2,临河里,116.685467,39.881239
八通线(土桥-四惠),3,梨园,116.675218,39.889716
八通线(土桥-四惠),4,九棵树,116.663922,39.896462
八通线(土桥-四惠),5,果园,116.653044,39.89966
八通线(土桥-四惠),6,通州北苑,116.64361,39.910064
八通线(土桥-四惠),7,八里桥,116.625141,39.912218
八通线(土桥-四惠),8,管庄,116.605782,39.914907
八通线(土桥-四惠),9,双桥,116.583332,39.915885
八通线(土桥-四惠),10,传媒大学,116.561375,39.915197
八通线(土桥-四惠),11,高碑店,116.538,39.915798
八通线(土桥-四惠),12,四惠东,116.522297,39.914917
八通线(土桥-四惠),13,四惠,116.501972,39.914826
地铁昌平线(昌平西山口-西二旗),1,昌平西山口,116.202226,40.250294
地铁昌平线(昌平西山口-西二旗),2,十三陵景区,116.214346,40.245742
地铁昌平线(昌平西山口-西二旗),3,昌平,116.240088,40.226351
地铁昌平线(昌平西山口-西二旗),4,昌平东关,116.268533,40.227946
地铁昌平线(昌平西山口-西二旗),5,北邵洼,116.287975,40.228114
地铁昌平线(昌平西山口-西二旗),6,南邵,116.293505,40.21343
地铁昌平线(昌平西山口-西二旗),7,沙河高教园,116.286757,40.171012
地铁昌平线(昌平西山口-西二旗),8,沙河,116.295058,40.154693
地铁昌平线(昌平西山口-西二旗),9,巩华城,116.300434,40.137318
地铁昌平线(昌平西山口-西二旗),10,朱辛庄,116.320087,40.110331
地铁昌平线(昌平西山口-西二旗),11,生命科学园,116.30055,40.100975
地铁昌平线(昌平西山口-西二旗),12,西二旗,116.312578,40.058908
地铁昌平线(西二旗-昌平西山口),1,西二旗,116.312578,40.058908
地铁昌平线(西二旗-昌平西山口),2,生命科学园,116.30055,40.100975
地铁昌平线(西二旗-昌平西山口),3,朱辛庄,116.320087,40.110331
地铁昌平线(西二旗-昌平西山口),4,巩华城,116.300434,40.137318
地铁昌平线(西二旗-昌平西山口),5,沙河,116.295058,40.154693
地铁昌平线(西二旗-昌平西山口),6,沙河高教园,116.286757,40.171012
地铁昌平线(西二旗-昌平西山口),7,南邵,116.293505,40.21343
地铁昌平线(西二旗-昌平西山口),8,北邵洼,116.287975,40.228114
地铁昌平线(西二旗-昌平西山口),9,昌平东关,116.268533,40.227946
地铁昌平线(西二旗-昌平西山口),10,昌平,116.240088,40.226351
地铁昌平线(西二旗-昌平西山口),11,十三陵景区,116.214346,40.245742
地铁昌平线(西二旗-昌平西山口),12,昌平西山口,116.202226,40.250294
亦庄线(宋家庄-次渠),1,宋家庄,116.434914,39.851941
亦庄线(宋家庄-次渠),2,肖村,116.455024,39.839926
亦庄线(宋家庄-次渠),3,小红门,116.465808,39.83399
亦庄线(宋家庄-次渠),4,旧宫,116.467432,39.812543
亦庄线(宋家庄-次渠),5,亦庄桥,116.486851,39.808826
亦庄线(宋家庄-次渠),6,亦庄文化园,116.49701,39.812839
亦庄线(宋家庄-次渠),7,万源街,116.511928,39.809251
亦庄线(宋家庄-次渠),8,荣京东街,116.519744,39.799616
亦庄线(宋家庄-次渠),9,荣昌东街,116.528038,39.789194
亦庄线(宋家庄-次渠),10,同济南路,116.546383,39.779147
亦庄线(宋家庄-次渠),11,经海路,116.568912,39.789493
亦庄线(宋家庄-次渠),12,次渠南,116.587934,39.800804
亦庄线(宋家庄-次渠),13,次渠,116.597911,39.809191
亦庄线(次渠-宋家庄),1,次渠,116.597911,39.809191
亦庄线(次渠-宋家庄),2,次渠南,116.587934,39.800804
亦庄线(次渠-宋家庄),3,经海路,116.568912,39.789493
亦庄线(次渠-宋家庄),4,同济南路,116.546383,39.779147
亦庄线(次渠-宋家庄),5,荣昌东街,116.528038,39.789194
亦庄线(次渠-宋家庄),6,荣京东街,116.519744,39.799616
亦庄线(次渠-宋家庄),7,万源街,116.511928,39.809251
亦庄线(次渠-宋家庄),8,亦庄文化园,116.49701,39.812839
亦庄线(次渠-宋家庄),9,亦庄桥,116.486851,39.808826
亦庄线(次渠-宋家庄),10,旧宫,116.467432,39.812543
亦庄线(次渠-宋家庄),11,小红门,116.465808,39.83399
亦庄线(次渠-宋家庄),12,肖村,116.455024,39.839926
亦庄线(次渠-宋家庄),13,宋家庄,116.434914,39.851941
房山线(郭公庄-阎村东),1,郭公庄,116.308567,39.820764
房山线(郭公庄-阎村东),2,大葆台,116.298159,39.814112
房山线(郭公庄-阎村东),3,稻田,116.225429,39.800509
房山线(郭公庄-阎村东),4,长阳,116.219263,39.769411
房山线(郭公庄-阎村东),5,篱笆房,116.195928,39.766697
房山线(郭公庄-阎村东),6,广阳城,116.191395,39.754016
房山线(郭公庄-阎村东),7,良乡大学城北,116.189861,39.736109
房山线(郭公庄-阎村东),8,良乡大学城,116.182872,39.729499
房山线(郭公庄-阎村东),9,良乡大学城西,116.162684,39.7296
房山线(郭公庄-阎村东),10,良乡南关,116.147255,39.72947
房山线(郭公庄-阎村东),11,苏庄,116.131898,39.729197
房山线(郭公庄-阎村东),12,阎村东,116.107001,39.73465
房山线(阎村东-郭公庄),1,阎村东,116.107001,39.73465
房山线(阎村东-郭公庄),2,苏庄,116.131898,39.729197
房山线(阎村东-郭公庄),3,良乡南关,116.147255,39.72947
房山线(阎村东-郭公庄),4,良乡大学城西,116.162684,39.7296
房山线(阎村东-郭公庄),5,良乡大学城,116.182872,39.729499
房山线(阎村东-郭公庄),6,良乡大学城北,116.189861,39.736109
房山线(阎村东-郭公庄),7,广阳城,116.191395,39.754016
房山线(阎村东-郭公庄),8,篱笆房,116.195928,39.766697
房山线(阎村东-郭公庄),9,长阳,116.219263,39.769411
房山线(阎村东-郭公庄),10,稻田,116.225429,39.800509
房山线(阎村东-郭公庄),11,大葆台,116.298159,39.814112
房山线(阎村东-郭公庄),12,郭公庄,116.308567,39.820764
地铁s1线(石厂-金安桥),1,石厂,116.106975,39.895137
地铁s1线(石厂-金安桥),2,小园,116.121303,39.896146
地铁s1线(石厂-金安桥),3,栗园庄,116.129827,39.901771
地铁s1线(石厂-金安桥),4,上岸,116.128714,39.911139
地铁s1线(石厂-金安桥),5,桥户营,116.132271,39.918355
地铁s1线(石厂-金安桥),6,四道桥,116.140356,39.922119
地铁s1线(石厂-金安桥),7,金安桥,116.169398,39.930086
地铁s1线(金安桥-石厂),1,金安桥,116.169398,39.930086
地铁s1线(金安桥-石厂),2,四道桥,116.140356,39.922119
地铁s1线(金安桥-石厂),3,桥户营,116.132271,39.918355
地铁s1线(金安桥-石厂),4,上岸,116.128714,39.911139
地铁s1线(金安桥-石厂),5,栗园庄,116.129827,39.901771
地铁s1线(金安桥-石厂),6,小园,116.121303,39.896146
地铁s1线(金安桥-石厂),7,石厂,116.106975,39.895137
机场线(东直门-东直门),1,东直门,116.442359,39.947697
机场线(东直门-东直门),2,三元桥,116.463716,39.96734
机场线(东直门-东直门),3,T3航站楼,116.621643,40.058887
机场线(东直门-东直门),4,T2航站楼,116.599563,40.085493
机场线(东直门-东直门),5,三元桥,116.463716,39.96734
机场线(东直门-东直门),6,东直门,116.442359,39.947697
地铁燕房线(阎村东-燕山),1,阎村东,116.107002,39.734705
地铁燕房线(阎村东-燕山),2,紫草坞,116.093276,39.730266
地铁燕房线(阎村东-燕山),3,阎村,116.086807,39.722483
地铁燕房线(阎村东-燕山),4,星城,116.067772,39.719734
地铁燕房线(阎村东-燕山),5,大石河东,116.046084,39.716115
地铁燕房线(阎村东-燕山),6,马各庄,116.023054,39.711154
地铁燕房线(阎村东-燕山),7,饶乐府,116.012607,39.707343
地铁燕房线(阎村东-燕山),8,房山城关,115.996258,39.711685
地铁燕房线(阎村东-燕山),9,燕山,115.980152,39.725203
地铁燕房线(燕山-阎村东),1,燕山,115.980152,39.725203
地铁燕房线(燕山-阎村东),2,房山城关,115.996258,39.711685
地铁燕房线(燕山-阎村东),3,饶乐府,116.012607,39.707343
地铁燕房线(燕山-阎村东),4,马各庄,116.023054,39.711154
地铁燕房线(燕山-阎村东),5,大石河东,116.046084,39.716115
地铁燕房线(燕山-阎村东),6,星城,116.067772,39.719734
地铁燕房线(燕山-阎村东),7,阎村,116.086807,39.722483
地铁燕房线(燕山-阎村东),8,紫草坞,116.093276,39.730266
地铁燕房线(燕山-阎村东),9,阎村东,116.107002,39.734705
西郊线(香山-巴沟),1,香山,116.211114,39.999821
西郊线(香山-巴沟),2,植物园,116.221373,39.999254
西郊线(香山-巴沟),3,万安,116.238603,39.989737
西郊线(香山-巴沟),4,茶棚,116.25461,39.988011
西郊线(香山-巴沟),5,颐和园西门,116.269675,39.991999
西郊线(香山-巴沟),6,巴沟,116.298179,39.980678
西郊线(巴沟-香山),1,巴沟,116.298179,39.980678
西郊线(巴沟-香山),2,颐和园西门,116.269675,39.991999
西郊线(巴沟-香山),3,茶棚,116.25461,39.988011
西郊线(巴沟-香山),4,万安,116.238603,39.989737
西郊线(巴沟-香山),5,植物园,116.221373,39.999254
西郊线(巴沟-香山),6,香山,116.211114,39.999821
